Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
2,1.05,0.8,0.2875,11.5949455,5.82582225,2.65067825,2.9766975,0
2,1.0875,0.8375,0.275,9.468733,3.84135725,2.19708625,2.73572675,0
0,0.925,0.7,0.25,7.144074,3.01922175,1.68679525,2.097863,0
0,1.25,0.975,0.3375,18.69649525,8.91591775,4.35164825,4.43669675,0
1,1.725,1.35,0.4625,44.55123925,19.66037825,9.015141,13.324265,1
0,1.625,1.2875,0.45,41.4753185,18.653971,8.88756825,11.66581925,0
2,0.725,0.525,0.1625,2.7499015,1.06310625,0.623689,0.850485,0
2,0.7875,0.5875,0.1375,4.2807745,1.8427175,0.7654365,1.1056305,0
2,1.475,1.15,0.3125,21.4038725,9.468733,4.252425,6.747181,0
1,1.4375,1.125,0.4,30.277266,15.762322,6.066793,7.29999625,0
1,1.375,1.0625,0.3125,27.328918,15.52135125,4.5075705,6.0951425,0
0,1.425,1.0375,0.325,24.94756,12.11941125,5.54232725,6.747181,1
2,1.3125,1.0,0.3125,16.03164225,6.90310325,3.3735905,4.9611625,0
0,0.5875,0.4,0.15,1.54504775,0.75126175,0.26932025,0.4252425,0
0,1.4,1.05,0.375,24.81998725,12.47378,5.57067675,6.56290925,0
2,0.925,0.675,0.225,5.25883225,1.984465,1.20485375,1.8427175,0
1,1.125,0.9,0.3125,14.35902175,6.293589,2.9766975,4.53592,0
0,1.175,0.9,0.2625,15.422128,7.654365,3.95475525,3.6570855,0
2,1.05,0.7625,0.275,7.93786,2.664853,2.22543575,2.70737725,0
0,1.7,1.3,0.4375,43.7432785,21.33299875,9.9506745,10.602713,0
2,0.8125,0.675,0.25,5.2446575,2.26796,1.23320325,1.8427175,0
1,1.625,1.275,0.4625,38.9805625,15.0535845,10.886208,11.29727575,0
1,1.525,1.125,0.4,32.205032,11.736693,8.8166945,8.50485,0
0,1.55,1.125,0.5,24.323871,12.14776075,4.32329875,6.81805475,0
0,1.6125,1.25,0.4375,42.82191975,19.09338825,10.64523725,10.70193625,0
2,1.375,1.1125,0.3625,22.1976585,8.63242275,4.4508715,7.5126175,0
0,1.725,1.2625,0.5,53.070264,25.3161035,11.38232425,13.60776,0
2,1.3875,1.0625,0.45,24.8058125,10.47514025,5.68407475,7.2291225,0
2,0.7,0.3,0.1875,3.3168915,1.28990225,0.8221355,0.97805775,0
0,1.4,1.1375,0.4125,24.38057,11.38232425,4.80524025,6.9456275,0
1,1.225,0.925,0.2875,15.3370795,4.8477645,3.33106625,5.2446575,0
2,0.7625,0.6125,0.1875,4.422522,1.91359125,1.077281,1.2757275,0
2,1.1875,0.8875,0.2875,14.72756525,7.9095105,2.494756,3.75630875,0
2,1.425,1.125,0.3375,22.509503,10.81533425,4.01145425,6.9456275,0
1,1.2125,0.975,0.25,15.77649675,6.27941425,3.27436725,5.2446575,0
2,1.2375,0.9375,0.3,16.6978555,8.71747125,3.44446425,3.98310475,0
0,1.2875,0.9625,0.275,16.40018575,7.1724235,4.53592,3.96893,0
0,0.9,0.675,0.25,6.1518415,2.50893075,1.40330025,2.02698925,0
1,1.6125,1.2875,0.375,34.359594,14.5999925,5.82582225,10.9145575,0
1,1.45,1.15,0.3,28.16522825,13.11164375,6.76135575,7.93786,0
0,1.375,1.025,0.325,24.67823975,12.62970225,5.99591925,6.0384435,0
1,1.45,1.0875,0.375,23.7852305,9.87980075,5.8683465,5.443104,0
0,1.2625,0.9875,0.3375,16.76872925,8.164656,3.72795925,5.2446575,0
0,1.725,1.2875,0.45,52.29065275,27.82503425,13.19669225,9.6671795,1
1,1.5,1.125,0.35,24.6357155,9.70970375,5.5281525,8.2497045,0
